Id_Comuna;Comuna;Establecimiento;Pertenecencia;Direccion;Id_Comuna;Nombre_Comuna
1107;Alto Hospicio;Centro de Dialisis Alto Hospicio;Privado;Calle Inglaterra, Sector La Pampa 3125;5506;Nogales
1101;Iquique;Laboratorio Medico Bioclinic Ltda;Privado;Calle Juan Antonio Rios 2889;5601;San Antonio
1101;Iquique;Actividades Gestionadas por la Direccion del Servicio para apoyo de la Red SS de Iquique;Publico;Calle Anibal Pinto 815;5602;Algarrobo
1101;Iquique;PRAIS SS Iquique;Publico;Calle Anibal Pinto 815;5603;Cartagena
1101;Iquique;Clinica Dental Movil Simple Pat RW6740 Iquique;Publico;Calle Thompson 1846;5604;El Quisco
1101;Iquique;Hospital Dr Ernesto Torres Galdames Iquique;Publico;Calle Heroes de la Concepcion 502;5605;El Tabo
1101;Iquique;Clinica Iquique;Privado;Calle Bernardo OHiggins 103;5606;Santo Domingo
1101;Iquique;Clinica Tarapaca;Privado;Calle Barros Arana 1550;5701;San Felipe
1101;Iquique;Centro Clinico Militar Iquique;Privado;Calle Diego Portales 1041;5702;Catemu
1101;Iquique;Centro Medico y Dental Megasalud Iquique;Privado;Calle Ramirez 1162;5703;Llaillay
1101;Iquique;Centro de Salud Mutual CChC Iquique;Privado;Calle Orella 769;5704;Panquehue
1101;Iquique;Policlinico Naval de Iquique;Privado;Pasaje Isaza 1055;5705;Putaendo
1101;Iquique;Policlinico FACH de Iquique;Privado;Calle Diego Portales 1605;5706;Santa Maria
1101;Iquique;Policlinico Carabineros de Iquique;Privado;Calle Pedro Lagos 1105;5801;Quilpue
1405;Pica;Clinica Coposa Cia Minera Dona Ines de Collahuasi;Privado;No hay informacion;5802;Limache
1107;Alto Hospicio;Clinica Establecimiento Penitenciario Alto Hospicio;Privado;No hay informacion;5803;Olmue
1101;Iquique;Centro de Atencion Instituto de Seguridad del Trabajador Iquique;Privado;Calle Patricio Lynch 261;5804;Villa Alemana
1101;Iquique;Policlinico del Trabajador AChS Iquique;Privado;Calle Amunategui 1517;6101;Rancagua
1101;Iquique;Vacunatorio Sonrisa Infantil;Privado;Calle Anibal Pinto 1011;6102;Codegua
1107;Alto Hospicio;Centro Medico y Dental Megasalud Alto Hospicio;Privado;Calle Chaca 3058;6103;Coinco
1101;Iquique;Vacunatorio Vacumed;Privado;Avenida Arturo Prat 1170;6104;Coltauco
1101;Iquique;Centro de Salud Universidad Arturo Prat;Privado;Avenida Arturo Prat 2120;6105;Donihue
1101;Iquique;Laboratorio Clinico Bionet;Privado;Calle San Martin 385;6106;Graneros
1101;Iquique;Laboratorio Clinico Automatizado Elmo;Privado;Calle Vivar 1229;6107;Las Cabras
1101;Iquique;Laboratorio Clinico Automatizado Biogenesis;Privado;Calle Orella 769;6108;Machali
1101;Iquique;Clinicum Laboratorio Automatizado Ltda;Privado;Calle Esmeralda 731;6109;Malloa
1101;Iquique;Centro de Dialisis Medicen;Privado;Avenida Tadeo Haenke 1934;6110;Mostazal
1101;Iquique;Centro de Dialisis Iquique;Privado;Calle Orella 1677;6111;Olivar
1101;Iquique;Centro de Dialisis Corporacion Paul Harris;Privado;Calle Armada de Chile 2110;6112;Peumo
1101;Iquique;Laboratorio Clinico Iquilab;Privado;Calle Latorre con Obispo Labbe 800;6113;Pichidegua
1101;Iquique;Laboratorio Clinico Playa Brava;Privado;Calle Jose Francisco Vergara 3327;6114;Quinta de Tilcoco
1107;Alto Hospicio;Laboratorio Clinico del Norte;Privado;Avenida Ramon Perez Opazo 3154;6115;Rengo
1101;Iquique;Laboratorio Clinico OASIS SAC;Privado;Calle Riquelme 777;6116;Requinoa
1101;Iquique;Laboratorio Clinico Wallace Ltda;Privado;Calle Latorre 973;6117;San Vicente
1101;Iquique;Centro de Dialisis la Tirana;Privado;Avenida La Tirana 3095;6201;Pichilemu
1101;Iquique;Laboratorio Clinico Costanera;Privado;Calle Pedro Lagos 1090;6202;La Estrella
1101;Iquique;Laboratorio Clinico Arauco Ltda;Privado;Calle Ramirez 1246;6203;Litueche
1101;Iquique;Centro de Salud Familiar Cirujano Aguirre;Publico;No hay informacion;6204;Marchihue
1101;Iquique;Centro de Salud Familiar Cirujano Videla;Publico;No hay informacion;6205;Navidad
1101;Iquique;Centro de Salud Familiar Cirujano Guzman;Publico;Avenida Pedro Prado 2763;6206;Paredones
1401;Pozo Almonte;Centro de Salud Familiar Pozo Almonte;Publico;Calle Balmaceda 276;6301;San Fernando
1405;Pica;Centro de Salud Familiar Dr Juan Marquez Vismarra;Publico;No hay informacion;6302;Chepica
1107;Alto Hospicio;Centro de Salud Familiar Pedro Pulgar Melgarejo;Publico;No hay informacion;6303;Chimbarongo
1101;Iquique;Centro de Salud Familiar Sur de Iquique;Publico;No hay informacion;6304;Lolol
1107;Alto Hospicio;Centro de Salud Familiar Dr Hector Reyno Gutierrez;Publico;Calle Naciones Unidas 3080;6305;Nancagua
1404;Huara;Centro de Salud Familiar Dr Amador Neghme Rodriguez;Publico;No hay informacion;6306;Palmilla
1402;Camina;Centro de Salud Familiar Camina;Publico;No hay informacion;6307;Peralillo
1403;Colchane;Centro de Salud Familiar Colchane;Publico;No hay informacion;6308;Placilla
1404;Huara;Posta de Salud Rural Pisagua;Publico;No hay informacion;6309;Pumanque
1404;Huara;Posta de Salud Rural Huara;Publico;No hay informacion;6310;Santa Cruz
1404;Huara;Posta de Salud Rural Tarapaca;Publico;No hay informacion;7101;Talca
1401;Pozo Almonte;Posta de Salud Rural Mamina;Publico;No hay informacion;7102;Constitucion
1402;Camina;Posta de Salud Rural Camina;Publico;No hay informacion;7103;Curepto
1403;Colchane;Posta de Salud Rural Colchane;Publico;No hay informacion;7104;Empedrado
1401;Pozo Almonte;Posta de Salud Rural La Tirana;Publico;No hay informacion;7105;Maule
1404;Huara;Posta de Salud Rural Chiapa;Publico;No hay informacion;7106;Pelarco
1402;Camina;Posta de Salud Rural Moquella;Publico;No hay informacion;7107;Pencahue
1403;Colchane;Posta de Salud Rural Enquelga;Publico;No hay informacion;7108;Rio Claro
1404;Huara;Posta de Salud Rural Sibaya;Publico;No hay informacion;7109;San Clemente
1405;Pica;Posta de Salud Rural Cancosa;Publico;No hay informacion;7110;San Rafael
1101;Iquique;Posta de Salud Rural Chanavayita;Publico;No hay informacion;7201;Cauquenes
1101;Iquique;Posta de Salud Rural San Marcos;Publico;No hay informacion;7202;Chanco
1401;Pozo Almonte;Posta de Salud Rural La Huayca;Publico;No hay informacion;7203;Pelluhue
1403;Colchane;Posta de Salud Rural Cariquima;Publico;No hay informacion;7301;Curico
1405;Pica;Posta de Salud Rural Matilla;Publico;No hay informacion;7302;Hualane
1101;Iquique;COSAM Dr Jorge Seguel Caceres;Publico;Calle Serrano 493;7303;Licanten
1101;Iquique;COSAM Salvador Allende;Publico;No hay informacion;7304;Molina
1107;Alto Hospicio;COSAM Enrique Paris;Publico;No hay informacion;7305;Rauco
1101;Iquique;Centro Comunitario de Salud Familiar Cerro Esmeralda;Publico;No hay informacion;7306;Romeral
1107;Alto Hospicio;Centro Comunitario de Salud Familiar El Boro;Publico;No hay informacion;7307;Sagrada Familia
1101;Iquique;SAPU Cirujano Aguirre;Publico;No hay informacion;7308;Teno
1101;Iquique;SAPU Cirujano Videla;Publico;No hay informacion;7309;Vichuquen
1101;Iquique;SAPU Cirujano Guzman;Publico;Avenida Pedro Prado 2736;7401;Linares
1401;Pozo Almonte;SAPU Pozo Almonte;Publico;No hay informacion;7402;Colbun
1107;Alto Hospicio;SAPU Pedro Pulgar Melgarejo;Publico;Calle Teniente Merino 3101;7403;Longavi
1101;Iquique;SAR Sur de Iquique;Publico;No hay informacion;7404;Parral
1107;Alto Hospicio;SAPU El Boro;Publico;Calle Salitrera Domeyko 2765;7405;Retiro
1107;Alto Hospicio;Laboratorio Clinico Wallace SpA;Privado;Avenida Ramon Perez Opazo 3168;7406;San Javier
1404;Huara;Posta de Salud Rural Pachica;Publico;No hay informacion;7407;Villa Alegre
1107;Alto Hospicio;Laboratorio Clinico TREZ-000;Privado;Calle Chaca Local 1, Piso 2 3058;7408;Yerbas Buenas
1101;Iquique;Laboratorio Clinico de Nueva Clinica Tarapaca;Privado;Calle Barros Arana 1550;8101;Concepcion
1101;Iquique;Instituto de Rehabilitacion Infantil TELEToN Iquique;Privado;Calle Jose Joaquin Perez 999;8102;Coronel
1107;Alto Hospicio;Centro Comunitario de Salud Familiar La Tortuga;Publico;Calle Santa Rosa 3355;8103;Chiguayante
2201;Calama;Vacunatorio y Sala de Procedimientos Daniela Alvarez;Privado;Calle Cobija, Oficina 302 2191;8104;Florida
2201;Calama;SAR Alemania;Publico;Calle Frei Bonn 2624;8105;Hualqui
2101;Antofagasta;Laboratorio Clinico Atenea;Privado;Calle Orella, Oficinas 401 y 402 610;8106;Lota
2201;Calama;Centro Comunitario de Salud Familiar Oasis;Publico;Avenida Vasco de Gama, Poblacion Nueva Alemania 3780;8107;Penco
2101;Antofagasta;Instituto de Rehabilitacion Infantil TELEToN Antofagasta;Privado;No hay informacion;8108;San Pedro de La Paz
2101;Antofagasta;Laboratorio Clinico Kausay;Privado;Avenida Bernardo OHiggins, Oficina 1202 1338;8109;Santa Juana
2101;Antofagasta;Policlinico Gendarmeria Regional de Antofagasta;Privado;Calle Baron de la Riviere 1030;8110;Talcahuano
2101;Antofagasta;COSAM Norte;Publico;Calle Benito Ocampo, Jardines del Norte 10506;8111;Tome
2101;Antofagasta;Vacunatorio Minimed;Privado;Calle Galleguillos Lorca, sala 2 1350;8112;Hualpen
2101;Antofagasta;Laboratorio Clinico Austral;Privado;Calle Eduardo Orchard, interior centro Medico SASEVI 1351;8201;Lebu
2101;Antofagasta;Centro Oncologico del Norte CON;Publico;Calle Los Pumas, sector Chimba Alto 10255;8202;Arauco
2201;Calama;Instituto de Rehabilitacion Infantil TELEToN Calama;Privado;Calle Teniente Merino 3551;8203;Canete
2101;Antofagasta;Centro de Salud Familiar Valdivieso;Publico;Calle Cerro Pedregal 8755;8204;Contulmo
2101;Antofagasta;Laboratorio Clinico Lavoisier;Privado;Calle Maipu 889;8205;Curanilahue
2101;Antofagasta;Actividades Gestionadas por la Direccion del Servicio para apoyo de la Red SS de Antofagasta;Publico;Calle Bolivar 523;8206;Los alamos
2101;Antofagasta;PRAIS SS Antofagasta;Publico;Calle Bolivar 523;8207;Tirua
2101;Antofagasta;Clinica Dental Movil Simple Pat PW4072 Antofagasta;Publico;Calle Bolivar 523;8301;Los angeles
2101;Antofagasta;Clinica Dental Movil Triple Pat BBZV82 Antofagasta;Publico;Calle Bolivar 523;8302;Antuco
2101;Antofagasta;Hospital Dr Leonardo Guzman Antofagasta;Publico;Avenida Argentina 1964;8303;Cabrero
2201;Calama;Hospital Dr Carlos Cisternas Calama;Publico;Avenida Grau 1490;8304;Laja
2301;Tocopilla;Hospital Dr Marcos Macuada Tocopilla;Publico;No hay informacion;8305;Mulchen
2104;Taltal;Hospital 21 de Mayo Taltal;Publico;Calle OHiggins 450;8306;Nacimiento
2102;Mejillones;Hospital de Mejillones;Publico;Avenida Bernardo OHiggins 451;8307;Negrete
2101;Antofagasta;Centro Oncologico Ambulatorio;Publico;Calle Los Pumas 10255;8308;Quilaco
2302;Maria Elena;Hospital Cruz del Norte;Privado;No hay informacion;8309;Quilleco
2101;Antofagasta;Clinica Antofagasta;Privado;Calle Matta 1945;8310;San Rosendo
2101;Antofagasta;Hospital Militar del Norte;Privado;Avenida Borgono 957;8311;Santa Barbara
2201;Calama;Clinica Mutual de Seguridad CChC de Calama;Privado;Avenida Central Sur 1813;8312;Tucapel
2101;Antofagasta;Clinica Baquedano;Privado;Calle Baquedano 298;8313;Yumbel
2101;Antofagasta;Clinica Urologica;Privado;Calle Sucre 453;8314;Alto Biobio
2101;Antofagasta;Clinica Oriente;Privado;Calle Talca 861;9101;Temuco
2301;Tocopilla;Clinica Mutual de Seguridad CChC Tocopilla;Privado;Calle 21 de Mayo 1201;9102;Carahue
2201;Calama;Clinica El Loa;Privado;Calle Granaderos 2924;9103;Cunco
2201;Calama;Hospital del Cobre Salvador Allende;Privado;Avenida Chorrillos 689;9104;Curarrehue
2101;Antofagasta;Clinica La Portada;Privado;Calle Balmaceda 2648;9105;Freire
2201;Calama;Laboratorio Clinico Calama;Privado;Calle Madame Curie 2312;9106;Galvarino
2101;Antofagasta;Clinica Oftalmologica Mas Vision;Privado;Calle Condell 1973;9107;Gorbea
2101;Antofagasta;Clinica Cumbres del Norte SA;Privado;Calle San Martin 2447;9108;Lautaro
2201;Calama;Centro Medico y Dental Megasalud Calama;Privado;Avenida Granaderos 1474;9109;Loncoche
2101;Antofagasta;Centro Medico y Dental Megasalud Antofagasta;Privado;Calle Suecia 251;9110;Melipeuco
2101;Antofagasta;Centro de Salud Mutual CChC Antofagasta;Privado;Calle Balmaceda 2634;9111;Nueva Imperial
2101;Antofagasta;Policlinico del Trabajador AChS Antofagasta;Privado;Avenida Grecia 840;9112;Padre Las Casas
2101;Antofagasta;Centro Medico Norte;Privado;Avenida Pedro Aguirre Cerda 8367;9113;Perquenco
2101;Antofagasta;Consultorio Bautista;Privado;Calle Paihuano 1119;9114;Pitrufquen
2101;Antofagasta;Laboratorio Clinico Ehrlich;Privado;Calle San Martin 2390;9115;Pucon
2101;Antofagasta;Policlinico Mantos Blancos;Privado;Avenida OHiggins 1964;9116;Saavedra
2201;Calama;Centro de Salud Victoria Saravia Crespo;Privado;Calle Cobija 2141;9117;Teodoro Schmidt
2201;Calama;Centro de Salud Aidoret Caro;Privado;Calle Cobija 2188;9118;Tolten
2101;Antofagasta;Centro de Salud Clinisan;Privado;Calle Maipu 898;9119;Vilcun
2101;Antofagasta;Centro de Salud Sanymed;Privado;Calle Coquimbo 712;9120;Villarrica
2201;Calama;Clinica de la Familia El Loa;Privado;Calle Juan Bautista Herrada 1631;9121;Cholchol
2101;Antofagasta;Sociedad Dialisis Nordial Ltda;Privado;Calle Matias Rojas 1376;9201;Angol
2101;Antofagasta;Centro Medico y Dental Zona Antofagasta;Privado;Calle Anibal Pinto 3471;9202;Collipulli
2201;Calama;Consultorio Prefectura de El Loa;Privado;Calle Chorrillos 922;9203;Curacautin
2101;Antofagasta;Policlinico Instituto de Seguridad del Trabajo;Privado;Calle Orella 679;9204;Ercilla
2201;Calama;Laboratorio Diagnos;Privado;Calle Vicuna Mackenna 1974;9205;Lonquimay
2201;Calama;Laboratorio High Clinic;Privado;Calle Granaderos 2683;9206;Los Sauces
2201;Calama;Laboratorio Tecmed Ltda;Privado;Calle Cobija 2191;9207;Lumaco
2101;Antofagasta;Laboratorio Histonor;Privado;Avenida Argentina 1609;9208;Puren
2101;Antofagasta;Laboratorio Diagnolab Antofagasta;Privado;Calle Sucre 251;9209;Renaico
2101;Antofagasta;Laboratorio Luis Pasteur;Privado;Calle 14 de Febrero 2556;9210;Traiguen
2101;Antofagasta;Laboratorio Bionet;Privado;Calle Prat 1168;9211;Victoria
2101;Antofagasta;Laboratorio Clinilab Antofagasta;Privado;Calle General Velasquez 1285;10101;Puerto Montt
2101;Antofagasta;Laboratorio Clinico Blanco;Privado;Calle Matta 1839;10102;Calbuco
2101;Antofagasta;Laboratorio Radiolab;Privado;Avenida Bernardo OHiggins 1974;10103;Cochamo
2101;Antofagasta;DoctorLab Ltda;Privado;Calle Condell 2782;10104;Fresia
2201;Calama;Centro de Dialisis Calama;Privado;Calle Carcote 1825;10105;Frutillar
2101;Antofagasta;Clinica de Dialisis TECDIAL Ltda;Privado;Calle Los Limoneros 223;10106;Los Muermos
2101;Antofagasta;Laboratorio Clinico Labclin;Privado;Calle San Martin 2477;10107;Llanquihue
2101;Antofagasta;Laboratorio Dipreca;Privado;Calle Latorre 2356;10108;Maullin
2101;Antofagasta;Laboratorio Clinico Galeno;Privado;Calle Coquimbo 712;10109;Puerto Varas
2101;Antofagasta;Laboratorio Clinico Madison EIRL;Privado;Avenida Grecia 1849;10201;Castro
2201;Calama;Laboratorio Clinico Salumed;Privado;Calle Cobija 2188;10202;Ancud
2201;Calama;Laboratorio Clinico Diagnolab;Privado;Calle Granaderos 1474;10203;Chonchi
2201;Calama;Laboratorio Clinico Blanco;Privado;Avenida Granaderos 3251;10204;Curaco de Velez
2201;Calama;Laboratorio Clinico COMDES;Publico;Calle Banados Espinoza 1850;10205;Dalcahue
2101;Antofagasta;Laboratorio Sarita Nunez;Publico;Calle Cristobal Colon 5262;10206;Puqueldon
2101;Antofagasta;Centro de Salud Familiar Norte de Antofagasta;Publico;No hay informacion;10207;Queilen
2101;Antofagasta;Centro de Salud Familiar Antonio Rendic Ex Cautin;Publico;Avenida Rendic 6071;10208;Quellon
2101;Antofagasta;Centro de Salud Familiar Corvallis;Publico;Avenida Salvado Allende 1370;10209;Quemchi
2101;Antofagasta;Centro de Salud Familiar Centro Sur de Antofagasta;Publico;Pasaje Niebla 850;10210;Quinchao
2101;Antofagasta;Centro de Salud Familiar Juan Pablo II de Antofagasta;Publico;No hay informacion;10301;Osorno
2201;Calama;Centro de Salud Familiar Central de Calama;Publico;No hay informacion;10302;Puerto Octay
2201;Calama;Centro de Salud Familiar Montt;Publico;Avenida Granaderos 3968;10303;Purranque
2201;Calama;Centro de Salud Familiar Alemania de Calama;Publico;Calle Colonia 2611;10304;Puyehue
2101;Antofagasta;Centro de Salud Familiar Central Oriente de Antofagasta;Publico;No hay informacion;10305;Rio Negro
2302;Maria Elena;Centro de Salud Familiar Maria Elena;Publico;No hay informacion;10306;San Juan de la Costa
2203;San Pedro de Atacama;Centro de Salud Familiar San Pedro Atacama;Publico;No hay informacion;10307;San Pablo
2201;Calama;Centro de Salud Familiar Norponiente;Publico;Calle Luis Emilio Recabarren 3825;10401;Chaiten
2101;Antofagasta;Centro Asistencial Norte CAN;Publico;Calle Los Pumas 10255;10402;Futaleufu
2103;Sierra Gorda;Posta de Salud Rural Baquedano;Publico;Calle Salvador Allende 112;10403;Hualaihue
2103;Sierra Gorda;Posta de Salud Rural Sierra Gorda;Publico;Calle Salvador Allende 211;10404;Palena
2203;San Pedro de Atacama;Posta de Salud Rural Toconao;Publico;No hay informacion;11101;Coyhaique
2203;San Pedro de Atacama;Posta de Salud Rural Peine;Publico;No hay informacion;11102;Lago Verde
2203;San Pedro de Atacama;Posta de Salud Rural Socaire;Publico;No hay informacion;11201;Aisen
2201;Calama;Posta de Salud Rural Caspana;Publico;No hay informacion;11202;Cisnes
2202;Ollag�e;Posta de Salud Rural Ollag�e;Publico;No hay informacion;11203;Guaitecas
2201;Calama;Posta de Salud Rural Ayquina;Publico;Calle San Roque 321;11301;Cochrane
2201;Calama;Posta de Salud Rural Chiu-Chiu;Publico;No hay informacion;11302;O'Higgins
2302;Maria Elena;Posta de Salud Rural Quillagua Maria Elena;Publico;No hay informacion;11303;Tortel
2104;Taltal;Posta de Salud Rural Paposo;Publico;No hay informacion;11401;Chile Chico
2203;San Pedro de Atacama;Estacion de Salud Rural Rio Grande;Publico;No hay informacion;11402;Rio Ibanez
2201;Calama;COSAM Calama;Publico;Avenida Argentina 2610;12101;Punta Arenas
2101;Antofagasta;COSAM Sur de Antofagasta;Publico;Calle Antonio Varas 1222;12102;Laguna Blanca
2101;Antofagasta;COSAM Central;Publico;Avenida Rendic 6071;12103;Rio Verde
2301;Tocopilla;Policlinico Asociacion Chilena de Seguridad AChS Tocopilla;Privado;Calle Arturo Prat 1198;12104;San Gregorio
2201;Calama;Policiinico Asociacion Chilena de Seguridad AChS Calama;Privado;Calle Granaderos 2924;12201;Cabo de Hornos
2102;Mejillones;Policlinico Asociacion Chilena de Seguridad AChS Mejillones;Privado;Calle Almirante Latorre 720;12202;Antartica
2101;Antofagasta;SAPU Central Oriente de Antofagasta;Publico;No hay informacion;12301;Porvenir
2101;Antofagasta;SAPU Centro Sur de Antofagasta;Publico;Pasaje Niebla 850;12302;Primavera
2101;Antofagasta;Crystal Lab Scientific Diagnostics;Privado;Calle Matta, Oficina 601 2095;12303;Timaukel
2201;Calama;Centro de Dialisis Renacer;Privado;Calle Punta de Rieles 1917;12401;Natales
2201;Calama;Margaret Meneses Meneses;Privado;Calle Vicuna Mackenna, Piso 2�, Ofinas 9, 11 y 12 1974;12402;Torres del Paine
2101;Antofagasta;Centro de Dialisis Ehrlich Limitada;Privado;Calle Los Pinos 8560;13101;Santiago
2101;Antofagasta;Centro de Salud Familiar Dra Maria Cristina Rojas Neumann;Publico;Calle Hilda Cruz Colina 10130;13102;Cerrillos
2101;Antofagasta;Centro Comunitario de Salud Familiar Antofagasta;Publico;No hay informacion;13103;Cerro Navia
2201;Calama;Centro Comunitario de Salud Familiar Sur;Publico;No hay informacion;13104;Conchali
2201;Calama;Centro Comunitario de Salud Familiar Alemania;Publico;Calle Chacabuco 3076;13105;El Bosque
2101;Antofagasta;SAPU Norte de Antofagasta;Publico;No hay informacion;13106;Estacion Central
2101;Antofagasta;SAPU Antonio Rendic;Publico;Avenida Rendic 6071;13107;Huechuraba
2101;Antofagasta;SAPU Corvallis;Publico;Avenida Salvador Allende 1370;13108;Independencia
2101;Antofagasta;SAPU Juan Pablo II de Antofagasta;Publico;No hay informacion;13109;La Cisterna
2201;Calama;SAPUEnrique Montt;Publico;Avenida Luis Emilio Recabarren 3825;13110;La Florida
2201;Calama;SAPU Alemania de Calama;Publico;Calle Alonso de Ercilla 2902;13111;La Granja
