Unidad territorial, Variable, 2020
Huara,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 21.74
Huara,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 21.73913043478261
Huara,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Huara,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Iquique,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.5400670357061355
Iquique,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.401194889712746
Iquique,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.667339436315144
Iquique,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 2.44
Iquique,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 2.029220779220779
Iquique,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 1.62
Iquique,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 0.41
Pozo Almonte,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.8516815176774934
Pozo Almonte,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.737247989423818
Pozo Almonte,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 2.8853089685020437
Pozo Almonte,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 8.44
Pozo Almonte,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 4.219409282700422
Pozo Almonte,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 4.22
Pozo Almonte,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 4.22
Alto Hospicio,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.407718520911699
Alto Hospicio,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.046604669629087
Alto Hospicio,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 2.7591765873015874
Alto Hospicio,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 3.71
Alto Hospicio,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 1.5889830508474578
Alto Hospicio,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 1.59
Alto Hospicio,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 2.12
Pica,  Tasa de Mortalidad General Total (Por mil Habitantes), 4.867405169519974
Pica,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.648074369189907
Pica,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.091649694501019
Pica,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Pica,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Pica,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Pica,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Ollagüe,  Tasa de Mortalidad General Total (Por mil Habitantes), -
Ollagüe,  Tasa de Mortalidad General Hombre (Por mil Hombres), -
Ollagüe,  Tasa de Mortalidad General Mujer (Por mil Mujeres), -
Ollagüe,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Ollagüe,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Ollagüe,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Ollagüe,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Tocopilla,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.837850350795968
Tocopilla,  Tasa de Mortalidad General Hombre (Por mil Hombres), 7.539654313962586
Tocopilla,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 6.134094151212554
Tocopilla,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 7.69
Tocopilla,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 3.8461538461538463
Tocopilla,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 3.85
Tocopilla,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 3.85
María Elena,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.9624302905782214
María Elena,  Tasa de Mortalidad General Hombre (Por mil Hombres), 3.4295513003715348
María Elena,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.524886877828055
María Elena,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 21.74
María Elena,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 21.73913043478261
María Elena,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 21.74
María Elena,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Calama,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.50605245460659
Calama,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.693845207436215
Calama,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.299617694091732
Calama,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 3.64
Calama,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 2.73224043715847
Calama,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 1.82
Calama,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 0.91
Sierra Gorda,  Tasa de Mortalidad General Total (Por mil Habitantes), 1.7182130584192439
Sierra Gorda,  Tasa de Mortalidad General Hombre (Por mil Hombres), 3.2502708559046587
Sierra Gorda,  Tasa de Mortalidad General Mujer (Por mil Mujeres), -
Sierra Gorda,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Sierra Gorda,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Sierra Gorda,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Sierra Gorda,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
San Pedro De Atacama,  Tasa de Mortalidad General Total (Por mil Habitantes), 4.121142419014759
San Pedro De Atacama,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.180919802356519
San Pedro De Atacama,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.060324825986079
San Pedro De Atacama,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 7.81
San Pedro De Atacama,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
San Pedro De Atacama,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
San Pedro De Atacama,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 7.81
Mejillones,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.722252301028695
Mejillones,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.3136340072576465
Mejillones,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 1.98300283286119
Mejillones,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Mejillones,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Mejillones,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Mejillones,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Antofagasta,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.341476305126548
Antofagasta,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.890554526229109
Antofagasta,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.787893939894242
Antofagasta,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 4.86
Antofagasta,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 4.420866489832007
Antofagasta,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 2.43
Antofagasta,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 0.44
Taltal,  Tasa de Mortalidad General Total (Por mil Habitantes), 4.320128871640917
Taltal,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.4613394653636105
Taltal,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 3.134796238244514
Taltal,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Taltal,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Taltal,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Taltal,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Chañaral,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.773321178972957
Chañaral,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.432311144353029
Chañaral,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.093378607809847
Chañaral,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 12.66
Chañaral,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 6.329113924050633
Chañaral,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Chañaral,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 6.33
Diego De Almagro,  Tasa de Mortalidad General Total (Por mil Habitantes), 4.248502576960579
Diego De Almagro,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.649890590809628
Diego De Almagro,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 3.8319613965370425
Diego De Almagro,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 6.99
Diego De Almagro,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Diego De Almagro,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Diego De Almagro,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 6.99
Caldera,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.147740142077628
Caldera,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.0698027314112295
Caldera,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.192432659050414
Caldera,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 5.59
Caldera,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 5.58659217877095
Caldera,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Caldera,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Isla De Pascua,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.503684909991543
Isla De Pascua,  Tasa de Mortalidad General Hombre (Por mil Hombres), 3.668378576669112
Isla De Pascua,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 3.342884431709647
Isla De Pascua,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Isla De Pascua,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Isla De Pascua,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Isla De Pascua,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Copiapó,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.070852205908038
Copiapó,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.563008882309401
Copiapó,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.571991278047408
Copiapó,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 5.45
Copiapó,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 3.8147138964577656
Copiapó,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 2.18
Copiapó,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 1.63
Tierra Amarilla,  Tasa de Mortalidad General Total (Por mil Habitantes), 3.842929010620458
Tierra Amarilla,  Tasa de Mortalidad General Hombre (Por mil Hombres), 4.589632829373651
Tierra Amarilla,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 3.041714947856315
Tierra Amarilla,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Tierra Amarilla,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Tierra Amarilla,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Tierra Amarilla,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Huasco,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.681818181818182
Huasco,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.093314763231198
Huasco,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.253623188405797
Huasco,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Huasco,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Huasco,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Huasco,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Freirina,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.728420778544461
Freirina,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.940874035989717
Freirina,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.484304932735426
Freirina,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Freirina,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Freirina,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Freirina,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Vallenar,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.332333491203143
Vallenar,  Tasa de Mortalidad General Hombre (Por mil Hombres), 7.135112447973139
Vallenar,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.524667464283201
Vallenar,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 5.3
Vallenar,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 5.30035335689046
Vallenar,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 1.77
Vallenar,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Alto Del Carmen,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.807470762785826
Alto Del Carmen,  Tasa de Mortalidad General Hombre (Por mil Hombres), 8.108108108108109
Alto Del Carmen,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.417118093174431
Alto Del Carmen,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Alto Del Carmen,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Alto Del Carmen,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Alto Del Carmen,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
La Higuera,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.617977528089887
La Higuera,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.23608017817372
La Higuera,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.988662131519274
La Higuera,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 19.61
La Higuera,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
La Higuera,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
La Higuera,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 19.607843137254903
La Serena,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.4034351267343865
La Serena,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.6500886932527425
La Serena,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.1685850118853995
La Serena,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 5.0
La Serena,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 4.579517069109076
La Serena,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 4.163197335553705
La Serena,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 0.41631973355537055
Coquimbo,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.394667653416948
Coquimbo,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.894176011740496
Coquimbo,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 4.9178955061397565
Coquimbo,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 4.23
Coquimbo,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 2.6912725874663592
Coquimbo,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 2.306805074971165
Coquimbo,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 1.5378700499807767
Paiguano,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.6310160427807485
Paiguano,  Tasa de Mortalidad General Hombre (Por mil Hombres), 8.239375542064181
Paiguano,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.0654284508231315
Paiguano,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Paiguano,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Paiguano,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Paiguano,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Vicuña,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.119498335630947
Vicuña,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.205250596658711
Vicuña,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.969753250198992
Vicuña,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 6.73
Vicuña,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 3.3670033670033668
Vicuña,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 3.3670033670033668
Vicuña,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 3.3670033670033668
Andacollo,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.597489610720041
Andacollo,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.980861244019139
Andacollo,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.219733961946456
Andacollo,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Andacollo,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Andacollo,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Andacollo,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Río Hurtado,  Tasa de Mortalidad General Total (Por mil Habitantes), 8.69167429094236
Río Hurtado,  Tasa de Mortalidad General Hombre (Por mil Hombres), 7.434944237918216
Río Hurtado,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 9.90990990990991
Río Hurtado,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Río Hurtado,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Río Hurtado,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Río Hurtado,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Ovalle,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.324782096001452
Ovalle,  Tasa de Mortalidad General Hombre (Por mil Hombres), 6.792287467134093
Ovalle,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.8607940326460755
Ovalle,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 7.42
Ovalle,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), 6.595218466611707
Ovalle,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), 5.7708161582852435
Ovalle,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 0.8244023083264633
Monte Patria,  Tasa de Mortalidad General Total (Por mil Habitantes), 6.579149629538537
Monte Patria,  Tasa de Mortalidad General Hombre (Por mil Hombres), 7.394978871488938
Monte Patria,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.780346820809248
Monte Patria,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), -
Monte Patria,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Monte Patria,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Monte Patria,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), -
Punitaqui,  Tasa de Mortalidad General Total (Por mil Habitantes), 5.589806822852445
Punitaqui,  Tasa de Mortalidad General Hombre (Por mil Hombres), 5.324459234608985
Punitaqui,  Tasa de Mortalidad General Mujer (Por mil Mujeres), 5.848903330625507
Punitaqui,  Tasa de Mortalidad Infantil, menores de 1 año. (Por Mil nacidos vivos), 9.26
Punitaqui,  Tasa de Mortalidad Neonatal, menores de 28 dias. (Por Mil nacidos vivos), -
Punitaqui,  Tasa de Mortalidad Neonatal Precoz, menores de 7 dias. (Por Mil nacidos vivos), -
Punitaqui,  Tasa de Mortalidad Postneonatal, de 28 dias a 11 meses. (Por Mil nacidos vivos), 9.25925925925926
